abdominal|4.227644|16.910578|35,2,8.455289;94,3,12.682933;148,2,8.455289;180,1,4.227644;200,4,16.910578;238,1,4.227644;312,1,4.227644;361,1,4.227644;473,3,12.682933;476,1,4.227644;591,1,4.227644;593,1,4.227644;640,1,4.227644;656,1,4.227644;724,1,4.227644;797,1,4.227644;898,2,8.455289;1058,1,4.227644
abdominal-wall|7.118016|7.118016|593,1,7.118016
abdulkarim|4.815431|9.630862|91,1,4.815431;203,1,4.815431;320,2,9.630862;520,1,4.815431;591,1,4.815431;608,1,4.815431;719,1,4.815431;722,1,4.815431;995,1,4.815431;1187,2,9.630862
abdulmajid|7.118016|7.118016|802,1,7.118016
abe|5.731722|11.463444|81,2,11.463444;309,1,5.731722;776,1,5.731722;913,2,11.463444
abe-c|7.118016|7.118016|913,1,7.118016
abeelen|7.118016|7.118016|1026,1,7.118016
abelev|5.326257|37.283797|219,1,5.326257;250,1,5.326257;261,7,37.283797;357,1,5.326257;406,1,5.326257;418,1,5.326257
abell-c-w|6.424869|6.424869|451,1,6.424869;559,1,6.424869
abelson|7.118016|14.236032|513,2,14.236032
abercrombie|7.118016|7.118016|255,1,7.118016
abernathy|5.326257|5.326257|20,1,5.326257;24,1,5.326257;190,1,5.326257;421,1,5.326257;1044,1,5.326257;1110,1,5.326257
abernathy-r-s|7.118016|7.118016|359,1,7.118016
aberrant|6.424869|6.424869|113,1,6.424869;408,1,6.424869
aberrations|6.424869|6.424869|116,1,6.424869;357,1,6.424869
abetalipoproteinemia|7.118016|7.118016|45,1,7.118016
abetalipoprotinaemia|7.118016|7.118016|1083,1,7.118016
abh|6.424869|6.424869|881,1,6.424869;1074,1,6.424869
abilities|6.424869|6.424869|144,1,6.424869;446,1,6.424869
ability|3.750720|7.501441|17,1,3.750720;19,1,3.750720;71,1,3.750720;103,1,3.750720;125,1,3.750720;163,1,3.750720;178,1,3.750720;243,1,3.750720;263,1,3.750720;288,1,3.750720;304,2,7.501441;395,1,3.750720;447,1,3.750720;521,2,7.501441;537,1,3.750720;549,1,3.750720;592,1,3.750720;633,1,3.750720;745,1,3.750720;762,1,3.750720;824,1,3.750720;888,1,3.750720;899,1,3.750720;907,1,3.750720;1040,1,3.750720;1057,1,3.750720;1097,1,3.750720;1162,1,3.750720;1195,1,3.750720
able|4.409966|4.409966|134,1,4.409966;136,1,4.409966;275,1,4.409966;327,1,4.409966;395,1,4.409966;610,1,4.409966;639,1,4.409966;699,1,4.409966;745,1,4.409966;837,1,4.409966;890,1,4.409966;977,1,4.409966;1143,1,4.409966;1158,1,4.409966;1213,1,4.409966
ablett|7.118016|7.118016|871,1,7.118016
abm|7.118016|7.118016|22,1,7.118016
abman|5.326257|10.652513|147,2,10.652513;596,1,5.326257;802,1,5.326257;966,1,5.326257;999,1,5.326257;1110,1,5.326257
abnorm|6.019404|6.019404|178,1,6.019404;757,1,6.019404;1228,1,6.019404
abnormal|2.502896|7.508687|23,1,2.502896;31,1,2.502896;58,1,2.502896;104,1,2.502896;116,1,2.502896;134,1,2.502896;139,1,2.502896;143,1,2.502896;149,1,2.502896;162,1,2.502896;171,1,2.502896;172,1,2.502896;190,1,2.502896;202,1,2.502896;204,1,2.502896;208,1,2.502896;209,1,2.502896;213,2,5.005791;228,1,2.502896;261,2,5.005791;266,1,2.502896;274,1,2.502896;295,1,2.502896;297,2,5.005791;310,1,2.502896;323,1,2.502896;354,1,2.502896;361,2,5.005791;365,1,2.502896;385,1,2.502896;396,1,2.502896;412,2,5.005791;414,1,2.502896;428,1,2.502896;447,1,2.502896;488,1,2.502896;494,1,2.502896;499,1,2.502896;502,1,2.502896;517,1,2.502896;522,1,2.502896;527,1,2.502896;537,2,5.005791;546,1,2.502896;550,1,2.502896;561,1,2.502896;569,1,2.502896;591,3,7.508687;605,3,7.508687;612,1,2.502896;614,1,2.502896;618,1,2.502896;619,1,2.502896;620,2,5.005791;637,1,2.502896;664,1,2.502896;673,1,2.502896;688,1,2.502896;690,1,2.502896;694,1,2.502896;712,2,5.005791;722,1,2.502896;742,3,7.508687;751,1,2.502896;794,1,2.502896;807,2,5.005791;810,1,2.502896;827,1,2.502896;838,1,2.502896;852,2,5.005791;862,1,2.502896;864,1,2.502896;868,2,5.005791;891,2,5.005791;915,1,2.502896;917,1,2.502896;920,1,2.502896;926,1,2.502896;960,1,2.502896;973,1,2.502896;974,1,2.502896;1002,1,2.502896;1033,2,5.005791;1038,1,2.502896;1043,1,2.502896;1046,1,2.502896;1052,2,5.005791;1058,1,2.502896;1062,1,2.502896;1067,1,2.502896;1074,1,2.502896;1100,2,5.005791;1105,3,7.508687;1115,1,2.502896;1125,1,2.502896;1130,2,5.005791;1136,1,2.502896;1170,1,2.502896;1197,1,2.502896;1201,1,2.502896;1232,2,5.005791
abnormalities|2.813951|11.255804|13,3,8.441853;15,1,2.813951;19,1,2.813951;41,1,2.813951;45,2,5.627902;58,2,5.627902;75,1,2.813951;83,1,2.813951;96,1,2.813951;116,4,11.255804;132,1,2.813951;139,1,2.813951;148,2,5.627902;168,1,2.813951;170,1,2.813951;178,1,2.813951;187,1,2.813951;188,1,2.813951;310,1,2.813951;320,1,2.813951;349,1,2.813951;350,3,8.441853;357,1,2.813951;361,2,5.627902;380,1,2.813951;387,1,2.813951;421,1,2.813951;432,1,2.813951;437,1,2.813951;438,1,2.813951;439,1,2.813951;441,1,2.813951;444,1,2.813951;482,1,2.813951;488,2,5.627902;499,1,2.813951;502,2,5.627902;516,1,2.813951;546,1,2.813951;551,1,2.813951;564,2,5.627902;584,1,2.813951;591,1,2.813951;599,2,5.627902;602,1,2.813951;605,1,2.813951;627,2,5.627902;663,1,2.813951;678,1,2.813951;707,1,2.813951;711,1,2.813951;744,1,2.813951;768,1,2.813951;773,1,2.813951;776,1,2.813951;810,1,2.813951;852,2,5.627902;868,1,2.813951;917,1,2.813951;918,1,2.813951;951,1,2.813951;957,1,2.813951;1008,1,2.813951;1011,2,5.627902;1033,1,2.813951;1034,1,2.813951;1036,1,2.813951;1040,1,2.813951;1042,2,5.627902;1105,1,2.813951;1131,1,2.813951;1187,2,5.627902;1189,1,2.813951;1232,2,5.627902
abnormality|3.129032|6.258064|44,1,3.129032;83,1,3.129032;90,1,3.129032;124,2,6.258064;139,1,3.129032;148,1,3.129032;162,2,6.258064;188,1,3.129032;266,1,3.129032;286,1,3.129032;298,1,3.129032;341,1,3.129032;361,2,6.258064;365,1,3.129032;379,1,3.129032;380,1,3.129032;390,2,6.258064;437,1,3.129032;468,1,3.129032;478,1,3.129032;493,1,3.129032;496,1,3.129032;497,1,3.129032;499,1,3.129032;501,1,3.129032;502,1,3.129032;503,2,6.258064;506,1,3.129032;528,1,3.129032;538,1,3.129032;551,1,3.129032;560,1,3.129032;569,2,6.258064;584,1,3.129032;605,1,3.129032;686,1,3.129032;688,1,3.129032;692,1,3.129032;708,1,3.129032;739,2,6.258064;773,2,6.258064;808,1,3.129032;856,1,3.129032;865,1,3.129032;902,1,3.129032;915,1,3.129032;998,1,3.129032;1033,1,3.129032;1039,1,3.129032;1058,1,3.129032;1104,1,3.129032;1151,2,6.258064;1167,1,3.129032;1218,2,6.258064
abnormally|4.284803|4.284803|109,1,4.284803;166,1,4.284803;297,1,4.284803;337,1,4.284803;551,1,4.284803;566,1,4.284803;590,1,4.284803;685,1,4.284803;845,1,4.284803;892,1,4.284803;923,1,4.284803;966,1,4.284803;1041,1,4.284803;1123,1,4.284803;1132,1,4.284803;1151,1,4.284803;1170,1,4.284803
abo|7.118016|7.118016|462,1,7.118016
abo-blood-group-system|7.118016|7.118016|1173,1,7.118016
abolished|6.424869|6.424869|738,1,6.424869;1194,1,6.424869
abolition|7.118016|7.118016|628,1,7.118016
abor|7.118016|7.118016|357,1,7.118016
abort|6.424869|6.424869|201,1,6.424869;357,1,6.424869
abortion|6.424869|6.424869|116,1,6.424869;261,1,6.424869
abortion-induced|7.118016|7.118016|116,1,7.118016
abortion-legal|7.118016|7.118016|1219,1,7.118016
about|3.129032|12.516129|3,1,3.129032;42,1,3.129032;50,1,3.129032;72,1,3.129032;85,2,6.258064;91,1,3.129032;132,1,3.129032;163,1,3.129032;201,2,6.258064;206,2,6.258064;218,1,3.129032;221,1,3.129032;268,1,3.129032;278,1,3.129032;301,1,3.129032;328,4,12.516129;329,2,6.258064;343,2,6.258064;357,1,3.129032;383,1,3.129032;396,1,3.129032;447,1,3.129032;463,2,6.258064;465,1,3.129032;488,1,3.129032;498,1,3.129032;610,1,3.129032;625,1,3.129032;690,1,3.129032;696,3,9.387096;702,1,3.129032;771,1,3.129032;820,1,3.129032;841,1,3.129032;850,1,3.129032;873,1,3.129032;876,2,6.258064;890,1,3.129032;926,1,3.129032;964,1,3.129032;974,1,3.129032;994,1,3.129032;1009,1,3.129032;1040,1,3.129032;1047,1,3.129032;1059,2,6.258064;1110,1,3.129032;1119,1,3.129032;1129,1,3.129032;1133,1,3.129032;1145,1,3.129032;1178,1,3.129032;1213,1,3.129032;1226,2,6.258064
above|3.591656|7.183311|2,1,3.591656;30,1,3.591656;64,1,3.591656;127,1,3.591656;217,1,3.591656;242,1,3.591656;244,1,3.591656;296,1,3.591656;305,1,3.591656;321,1,3.591656;345,1,3.591656;392,1,3.591656;544,1,3.591656;581,1,3.591656;584,1,3.591656;597,1,3.591656;666,1,3.591656;674,1,3.591656;719,1,3.591656;727,1,3.591656;736,1,3.591656;742,1,3.591656;758,1,3.591656;861,1,3.591656;923,1,3.591656;927,1,3.591656;952,1,3.591656;995,1,3.591656;997,1,3.591656;998,1,3.591656;1050,1,3.591656;1062,2,7.183311;1084,1,3.591656;1115,1,3.591656
abpa|7.118016|21.354049|1000,3,21.354049
abr|7.118016|7.118016|45,1,7.118016
abrading|7.118016|7.118016|395,1,7.118016
abraham|5.508578|11.017157|41,2,11.017157;239,2,11.017157;414,1,5.508578;602,1,5.508578;1080,1,5.508578
abraham-s|7.118016|7.118016|966,1,7.118016
abrahamian|7.118016|7.118016|144,1,7.118016
abram|7.118016|7.118016|465,1,7.118016
abramov|7.118016|7.118016|543,1,7.118016
abramowitz|7.118016|7.118016|796,1,7.118016
abramowsky|6.019404|6.019404|221,1,6.019404;320,1,6.019404;600,1,6.019404
abramowsky-c-r|7.118016|7.118016|909,1,7.118016
abrams|4.920792|9.841583|88,2,9.841583;203,1,4.920792;579,2,9.841583;657,1,4.920792;722,1,4.920792;995,1,4.920792;1011,1,4.920792;1096,1,4.920792;1110,1,4.920792
abramson|6.424869|6.424869|632,1,6.424869;792,1,6.424869
abramson-a-l|7.118016|7.118016|1014,1,7.118016
abrasion|6.424869|25.699476|191,1,6.424869;903,4,25.699476
abroad|7.118016|7.118016|463,1,7.118016
abruzzo|6.424869|6.424869|640,1,6.424869;787,1,6.424869
abs|6.424869|6.424869|422,1,6.424869;590,1,6.424869
abscess|5.731722|22.926887|473,4,22.926887;788,1,5.731722;1013,1,5.731722;1113,3,17.195166
abscesses|6.019404|6.019404|148,1,6.019404;721,1,6.019404;1013,1,6.019404
absence|3.246815|9.740446|30,1,3.246815;53,1,3.246815;97,1,3.246815;140,2,6.493630;188,1,3.246815;200,1,3.246815;218,1,3.246815;269,1,3.246815;272,1,3.246815;302,1,3.246815;331,1,3.246815;345,1,3.246815;348,1,3.246815;349,2,6.493630;350,2,6.493630;364,3,9.740446;388,1,3.246815;392,1,3.246815;411,1,3.246815;430,1,3.246815;477,1,3.246815;507,1,3.246815;519,2,6.493630;523,1,3.246815;526,2,6.493630;589,1,3.246815;593,1,3.246815;655,1,3.246815;664,1,3.246815;699,1,3.246815;710,1,3.246815;727,1,3.246815;735,1,3.246815;774,1,3.246815;794,1,3.246815;807,1,3.246815;810,1,3.246815;887,1,3.246815;902,1,3.246815;916,1,3.246815;950,1,3.246815;954,1,3.246815;987,1,3.246815;1065,1,3.246815;1074,1,3.246815;1160,1,3.246815;1169,1,3.246815;1216,1,3.246815
absent|4.122284|12.366852|17,1,4.122284;35,1,4.122284;149,2,8.244568;259,1,4.122284;272,3,12.366852;285,1,4.122284;300,1,4.122284;349,1,4.122284;405,2,8.244568;419,2,8.244568;427,1,4.122284;507,1,4.122284;519,3,12.366852;635,1,4.122284;755,1,4.122284;850,1,4.122284;876,1,4.122284;951,1,4.122284;955,1,4.122284;1119,1,4.122284
absolute|5.172106|10.344212|272,1,5.172106;302,1,5.172106;414,1,5.172106;534,2,10.344212;976,1,5.172106;991,1,5.172106;1201,1,5.172106
absolutely|7.118016|7.118016|292,1,7.118016
absorb|6.019404|6.019404|125,1,6.019404;127,1,6.019404;328,1,6.019404
absorbed|4.815431|4.815431|69,1,4.815431;96,1,4.815431;132,1,4.815431;673,1,4.815431;705,1,4.815431;706,1,4.815431;811,1,4.815431;895,1,4.815431;1098,1,4.815431;1110,1,4.815431
absorp|6.424869|6.424869|229,1,6.424869;520,1,6.424869
absorptiometry|7.118016|14.236032|993,2,14.236032
absorption|3.380347|33.803466|45,9,30.423119;67,1,3.380347;69,2,6.760693;132,2,6.760693;158,1,3.380347;249,10,33.803466;253,4,13.521386;271,3,10.141040;274,1,3.380347;294,1,3.380347;318,1,3.380347;354,3,10.141040;359,1,3.380347;370,1,3.380347;412,7,23.662426;422,1,3.380347;441,5,16.901733;561,1,3.380347;579,2,6.760693;593,1,3.380347;613,2,6.760693;634,1,3.380347;657,1,3.380347;659,3,10.141040;672,1,3.380347;705,1,3.380347;706,5,16.901733;788,1,3.380347;895,1,3.380347;917,1,3.380347;924,1,3.380347;978,1,3.380347;988,1,3.380347;1011,3,10.141040;1096,1,3.380347;1101,1,3.380347;1102,1,3.380347;1111,1,3.380347;1153,1,3.380347;1168,3,10.141040;1176,1,3.380347;1212,1,3.380347
absorption-|7.118016|7.118016|1075,1,7.118016
absorption--ie|7.118016|7.118016|939,1,7.118016
absorptive|6.424869|6.424869|514,1,6.424869;863,1,6.424869
abst|2.227667|13.366002|3,1,2.227667;18,1,2.227667;39,2,4.455334;43,1,2.227667;107,1,2.227667;121,1,2.227667;129,1,2.227667;133,2,4.455334;157,1,2.227667;163,1,2.227667;178,3,6.683001;179,1,2.227667;199,2,4.455334;223,1,2.227667;228,1,2.227667;229,1,2.227667;252,1,2.227667;295,1,2.227667;302,1,2.227667;315,1,2.227667;316,1,2.227667;317,2,4.455334;320,2,4.455334;334,2,4.455334;356,1,2.227667;361,1,2.227667;363,1,2.227667;366,2,4.455334;367,3,6.683001;383,1,2.227667;389,2,4.455334;424,1,2.227667;429,1,2.227667;430,4,8.910668;432,1,2.227667;434,1,2.227667;435,1,2.227667;438,2,4.455334;440,3,6.683001;442,1,2.227667;444,1,2.227667;463,4,8.910668;467,1,2.227667;484,1,2.227667;487,1,2.227667;492,1,2.227667;502,2,4.455334;503,1,2.227667;509,4,8.910668;511,3,6.683001;513,6,13.366002;521,2,4.455334;524,1,2.227667;525,1,2.227667;527,1,2.227667;528,2,4.455334;529,1,2.227667;530,1,2.227667;532,1,2.227667;533,3,6.683001;534,1,2.227667;537,1,2.227667;539,1,2.227667;560,2,4.455334;565,1,2.227667;566,1,2.227667;571,2,4.455334;572,1,2.227667;582,3,6.683001;585,1,2.227667;587,6,13.366002;593,1,2.227667;600,1,2.227667;605,2,4.455334;659,1,2.227667;668,2,4.455334;670,1,2.227667;719,1,2.227667;731,6,13.366002;735,1,2.227667;736,1,2.227667;739,2,4.455334;743,1,2.227667;745,1,2.227667;746,1,2.227667;748,1,2.227667;750,1,2.227667;760,2,4.455334;777,1,2.227667;790,1,2.227667;791,1,2.227667;793,1,2.227667;800,1,2.227667;842,2,4.455334;846,1,2.227667;852,4,8.910668;853,1,2.227667;856,1,2.227667;858,1,2.227667;861,3,6.683001;863,1,2.227667;864,1,2.227667;876,1,2.227667;885,1,2.227667;900,1,2.227667;902,1,2.227667;908,1,2.227667;946,3,6.683001;951,1,2.227667;952,4,8.910668;955,1,2.227667;956,3,6.683001;957,1,2.227667;963,1,2.227667;990,1,2.227667;1000,3,6.683001;1022,1,2.227667;1029,1,2.227667;1040,2,4.455334;1043,1,2.227667;1052,1,2.227667;1053,2,4.455334;1105,1,2.227667;1110,4,8.910668;1139,1,2.227667;1155,1,2.227667;1190,2,4.455334;1195,1,2.227667;1206,1,2.227667;1207,1,2.227667;1208,1,2.227667;1219,2,4.455334;1229,1,2.227667
abston|7.118016|7.118016|151,1,7.118016
abstr|6.019404|6.019404|788,1,6.019404;874,1,6.019404;1110,1,6.019404
abstract|6.424869|6.424869|674,1,6.424869;770,1,6.424869
abstracts|7.118016|14.236032|1008,2,14.236032
abt|6.424869|6.424869|654,1,6.424869;857,1,6.424869
abulid|7.118016|7.118016|474,1,7.118016
abundant|6.019404|6.019404|98,1,6.019404;371,1,6.019404;872,1,6.019404
abuse|5.731722|5.731722|370,1,5.731722;598,1,5.731722;649,1,5.731722;1174,1,5.731722
abv|7.118016|7.118016|509,1,7.118016
acad|1.300905|19.513576|1,1,1.300905;2,1,1.300905;3,1,1.300905;13,8,10.407240;17,1,1.300905;18,1,1.300905;25,1,1.300905;31,1,1.300905;42,1,1.300905;43,1,1.300905;44,2,2.601810;51,1,1.300905;52,1,1.300905;54,1,1.300905;57,1,1.300905;66,3,3.902715;71,2,2.601810;83,2,2.601810;84,1,1.300905;88,1,1.300905;94,1,1.300905;111,1,1.300905;119,1,1.300905;122,2,2.601810;123,3,3.902715;134,1,1.300905;141,1,1.300905;149,1,1.300905;150,3,3.902715;156,3,3.902715;159,1,1.300905;164,4,5.203620;168,1,1.300905;169,1,1.300905;177,1,1.300905;178,1,1.300905;179,1,1.300905;184,1,1.300905;185,1,1.300905;188,4,5.203620;193,1,1.300905;195,2,2.601810;198,2,2.601810;201,1,1.300905;212,2,2.601810;223,1,1.300905;228,1,1.300905;233,1,1.300905;234,1,1.300905;236,1,1.300905;237,1,1.300905;239,5,6.504525;248,1,1.300905;254,4,5.203620;255,10,13.009050;257,2,2.601810;261,2,2.601810;262,1,1.300905;266,1,1.300905;268,1,1.300905;269,1,1.300905;274,1,1.300905;279,1,1.300905;290,1,1.300905;302,1,1.300905;303,2,2.601810;304,2,2.601810;307,5,6.504525;308,1,1.300905;309,4,5.203620;310,1,1.300905;311,1,1.300905;317,1,1.300905;318,1,1.300905;320,1,1.300905;322,3,3.902715;334,1,1.300905;335,1,1.300905;336,1,1.300905;342,1,1.300905;344,1,1.300905;346,1,1.300905;353,1,1.300905;357,8,10.407240;362,1,1.300905;367,9,11.708145;368,1,1.300905;370,3,3.902715;371,4,5.203620;372,2,2.601810;380,1,1.300905;383,2,2.601810;388,2,2.601810;389,4,5.203620;396,1,1.300905;397,2,2.601810;398,1,1.300905;399,1,1.300905;400,1,1.300905;403,1,1.300905;408,1,1.300905;409,1,1.300905;410,1,1.300905;412,1,1.300905;414,1,1.300905;416,1,1.300905;417,1,1.300905;421,1,1.300905;423,1,1.300905;428,1,1.300905;430,1,1.300905;432,1,1.300905;433,15,19.513576;434,1,1.300905;435,1,1.300905;436,1,1.300905;437,3,3.902715;438,2,2.601810;439,4,5.203620;440,6,7.805430;441,1,1.300905;442,1,1.300905;444,1,1.300905;445,2,2.601810;446,3,3.902715;447,2,2.601810;451,1,1.300905;462,1,1.300905;463,1,1.300905;465,2,2.601810;479,1,1.300905;480,1,1.300905;482,1,1.300905;488,1,1.300905;492,1,1.300905;493,3,3.902715;494,2,2.601810;495,1,1.300905;497,1,1.300905;501,4,5.203620;502,2,2.601810;503,2,2.601810;507,2,2.601810;509,2,2.601810;511,1,1.300905;513,1,1.300905;514,1,1.300905;515,1,1.300905;518,1,1.300905;519,2,2.601810;520,1,1.300905;521,1,1.300905;522,1,1.300905;524,1,1.300905;528,5,6.504525;530,1,1.300905;531,2,2.601810;534,1,1.300905;537,2,2.601810;539,2,2.601810;543,2,2.601810;546,4,5.203620;551,3,3.902715;558,1,1.300905;559,5,6.504525;561,2,2.601810;562,3,3.902715;563,2,2.601810;564,4,5.203620;565,2,2.601810;566,3,3.902715;567,2,2.601810;568,1,1.300905;571,2,2.601810;572,1,1.300905;573,2,2.601810;574,1,1.300905;579,13,16.911766;581,1,1.300905;583,2,2.601810;586,1,1.300905;587,4,5.203620;595,1,1.300905;598,2,2.601810;600,1,1.300905;602,9,11.708145;615,1,1.300905;618,1,1.300905;619,1,1.300905;620,1,1.300905;621,2,2.601810;622,2,2.601810;630,1,1.300905;631,2,2.601810;632,1,1.300905;637,2,2.601810;643,1,1.300905;645,1,1.300905;649,3,3.902715;652,4,5.203620;660,2,2.601810;672,2,2.601810;673,9,11.708145;674,1,1.300905;676,1,1.300905;679,1,1.300905;680,1,1.300905;681,1,1.300905;699,3,3.902715;705,1,1.300905;707,2,2.601810;712,2,2.601810;713,1,1.300905;719,1,1.300905;725,2,2.601810;729,1,1.300905;734,2,2.601810;738,2,2.601810;739,3,3.902715;743,2,2.601810;745,1,1.300905;747,3,3.902715;755,1,1.300905;757,3,3.902715;760,1,1.300905;762,2,2.601810;763,4,5.203620;764,1,1.300905;766,2,2.601810;768,1,1.300905;774,2,2.601810;776,4,5.203620;781,1,1.300905;791,1,1.300905;796,1,1.300905;798,1,1.300905;816,1,1.300905;824,1,1.300905;825,2,2.601810;827,4,5.203620;836,5,6.504525;837,3,3.902715;846,2,2.601810;852,3,3.902715;853,1,1.300905;854,1,1.300905;857,8,10.407240;858,1,1.300905;871,1,1.300905;872,1,1.300905;874,2,2.601810;880,1,1.300905;881,1,1.300905;884,1,1.300905;886,2,2.601810;887,1,1.300905;888,2,2.601810;889,2,2.601810;891,5,6.504525;901,1,1.300905;903,1,1.300905;917,1,1.300905;918,1,1.300905;920,2,2.601810;922,1,1.300905;924,1,1.300905;931,1,1.300905;932,2,2.601810;947,1,1.300905;949,2,2.601810;953,4,5.203620;954,1,1.300905;956,1,1.300905;957,3,3.902715;967,2,2.601810;968,1,1.300905;969,9,11.708145;971,2,2.601810;976,1,1.300905;977,1,1.300905;982,1,1.300905;984,1,1.300905;985,1,1.300905;987,1,1.300905;999,1,1.300905;1014,2,2.601810;1019,2,2.601810;1024,3,3.902715;1025,1,1.300905;1026,1,1.300905;1040,1,1.300905;1051,2,2.601810;1052,1,1.300905;1053,1,1.300905;1059,1,1.300905;1061,1,1.300905;1063,1,1.300905;1065,1,1.300905;1067,1,1.300905;1074,1,1.300905;1080,2,2.601810;1087,1,1.300905;1090,1,1.300905;1100,1,1.300905;1102,1,1.300905;1104,1,1.300905;1120,1,1.300905;1131,1,1.300905;1136,1,1.300905;1139,1,1.300905;1140,2,2.601810;1151,2,2.601810;1152,3,3.902715;1180,2,2.601810;1183,1,1.300905;1186,1,1.300905;1188,1,1.300905;1189,1,1.300905;1191,1,1.300905;1192,2,2.601810;1194,1,1.300905;1195,3,3.902715;1196,4,5.203620;1197,4,5.203620;1198,1,1.300905;1200,3,3.902715;1202,1,1.300905;1203,2,2.601810;1206,1,1.300905;1207,1,1.300905;1208,2,2.601810;1216,2,2.601810;1217,3,3.902715;1225,3,3.902715;1226,3,3.902715;1231,1,1.300905
academic|6.424869|6.424869|70,1,6.424869;71,1,6.424869
academicians|7.118016|7.118016|133,1,7.118016
acalovschi|7.118016|7.118016|931,1,7.118016
acar|6.424869|6.424869|693,1,6.424869;796,1,6.424869
accelerated|6.424869|6.424869|359,1,6.424869;1069,1,6.424869
accelerates|7.118016|7.118016|104,1,7.118016
accept|6.019404|6.019404|89,1,6.019404;911,1,6.019404;1213,1,6.019404
acceptable|5.038575|5.038575|376,1,5.038575;386,1,5.038575;450,1,5.038575;648,1,5.038575;718,1,5.038575;991,1,5.038575;1100,1,5.038575;1147,1,5.038575
acceptance|5.731722|5.731722|429,1,5.731722;448,1,5.731722;498,1,5.731722;1078,1,5.731722
accepted|4.720121|4.720121|2,1,4.720121;12,1,4.720121;103,1,4.720121;296,1,4.720121;501,1,4.720121;681,1,4.720121;685,1,4.720121;840,1,4.720121;867,1,4.720121;1102,1,4.720121;1178,1,4.720121
accepting|7.118016|7.118016|643,1,7.118016
acceptor|6.019404|12.038808|52,1,6.019404;630,2,12.038808;1217,1,6.019404
acceptors|7.118016|14.236032|630,2,14.236032
access|7.118016|7.118016|470,1,7.118016
accessible|6.424869|6.424869|781,1,6.424869;1195,1,6.424869
accident-prevention|7.118016|7.118016|925,1,7.118016
accidental|6.019404|6.019404|11,1,6.019404;164,1,6.019404;640,1,6.019404
accidentally|7.118016|7.118016|222,1,7.118016
accompanied|4.478959|4.478959|0,1,4.478959;26,1,4.478959;29,1,4.478959;70,1,4.478959;176,1,4.478959;201,1,4.478959;461,1,4.478959;466,1,4.478959;812,1,4.478959;928,1,4.478959;1000,1,4.478959;1183,1,4.478959;1186,1,4.478959;1194,1,4.478959
accomplished|5.731722|5.731722|66,1,5.731722;187,1,5.731722;571,1,5.731722;853,1,5.731722
accomplishment|7.118016|7.118016|201,1,7.118016
accomplishments|7.118016|7.118016|1151,1,7.118016
accord|7.118016|7.118016|918,1,7.118016
accordance|5.731722|5.731722|6,1,5.731722;11,1,5.731722;167,1,5.731722;240,1,5.731722
accorded|6.424869|6.424869|83,1,6.424869;609,1,6.424869
according|4.284803|4.284803|59,1,4.284803;170,1,4.284803;239,1,4.284803;413,1,4.284803;417,1,4.284803;434,1,4.284803;487,1,4.284803;547,1,4.284803;658,1,4.284803;788,1,4.284803;816,1,4.284803;821,1,4.284803;891,1,4.284803;1078,1,4.284803;1093,1,4.284803;1124,1,4.284803;1160,1,4.284803
accordingly|5.731722|5.731722|537,1,5.731722;639,1,5.731722;895,1,5.731722;1115,1,5.731722
accords|7.118016|7.118016|483,1,7.118016
